id,hotel_name,Price,hotel_rating,amenities
3645,ThePenstemonPerch,195,4,"['Pool', 'Free Internet', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Babysitting', 'Non-smoking hotel', 'Outdoor pool', 'Paid Wifi', 'Shuttle Bus Service', 'Tennis Court', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']"
3646,TheQuackgrassQuarters,196,3.5,"['Pool', 'Free parking', 'Restaurant', 'Business Centre with Internet Access', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Shuttle Bus Service', 'Ski-In / Ski-Out', 'Tennis Court', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
3647,TheRyeRoost,180,3.5,"['Free parking', 'Laundry Service', 'Non-smoking hotel', 'Shuttle Bus Service', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms']"
3648,TheSideoatsShed,199,4.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3649,TheTrefoilThrone,186,3,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3650,TheUplandUnderground,261,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3651,TheVerbenaVilla,159,4,"['Free parking', 'Non-smoking hotel', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Air conditioning', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
3652,TheWitchgrassWoods,185,4,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Non-smoking hotel', 'Self-Serve Laundry', 'Tennis Court', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
3653,TheXericXanadu,193,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3654,TheYamYurt,250,4,"['Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Paid Internet', 'Paid Wifi', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
3655,TheZiziaZen,263,4,"['Free parking', 'Hot Tub', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']"
3656,TheAsterAbode,186,3.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3657,TheBromeBower,350,3,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']"
3658,TheCoreopsisCove,192,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3659,TheDodderDwelling,213,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3660,TheEveningPrimroseEstate,186,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3661,TheFescueFolly,193,3.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3662,TheGayfeatherGrotto,185,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3663,TheHelianthusHollow,193,3.5,"['Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Pool', 'Room service', 'Restaurant', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
3664,TheIndigoIgloo,408,4,"['Pool', 'Free parking', 'Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
3665,TheJohnnyJumpUpJungle,286,4.5,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']"
3666,TheKnotweedKeep,189,3.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Breakfast Available', 'Conference Facilities', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
3669,TheLobeliaLoft,197,3.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']"
3670,TheMulleinMeadow,347,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3671,TheNoddingOnionNiche,183,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']"
3672,TheOxalisOasis,199,3.5,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available']"
3673,ThePartridgePeaPerch,190,5,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Suites']"
3674,TheQueenOfThePrairieQuarters,181,4,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']"
3675,TheRattlesnakeMasterRoost,199,4.7,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3676,TheSageShed,159,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3677,TheTickseedThrone,293,4.7,"['Air conditioning', 'Microwave', 'Refrigerator in room']"
3678,TheUvulariaUnderground,195,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']"
3679,TheVervainVilla,186,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3680,TheWildRyeWoods,261,3.5,"['Free parking', 'Laundry Service', 'Air conditioning', 'Microwave', 'Non-smoking rooms']"
3681,TheXanthiumXanadu,200,3,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3682,TheYarrowYurt,407,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']"
3683,TheZephyrZen,185,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']"
3684,Camp Ashtabula,193,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3685,Elim Lodge,156,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3686,Lancaster Cottage & Trailer Resort,178,3.5,"['Pool', 'Free parking', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )']"
3687,Birch Point Bay,253,4.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3688,Benson Bennet House,197,3.5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3689,Armour Road Studio B&B,185,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3690,Beavermead Campground,195,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3691,Carriage Lane Bed & Breakfast,192,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3692,Ennismore Inn & Resort,197,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3693,Peterborough House B&B,196,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3694,Ramada Inn,183,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3696,Hotel Le Floral,199,4.5,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Bar/Lounge', 'Breakfast included', 'Dry Cleaning', 'Heated pool', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
3697,OTL Gouverneur Sherbrooke,190,5,"['Pool', 'Room service', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Spa', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
3698,Delta Hotels by Marriott Sherbrooke Conference Center,197,3.5,"['Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Free parking', 'Bar/Lounge', 'Babysitting', 'Banquet Room', 'Conference Facilities', 'Dry Cleaning', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
3699,Auberge Marquis de Montcalm,252,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Spa', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']"
3700,Hotel Le President,295,4,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']"
3701,Grand Times Hotel Sherbrooke,200,3.5,"['Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Non-smoking rooms', 'Suites']"
3702,Comfort Inn Sherbrooke,184,3.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Golf Course', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']"
3703,Motel Lennoxville,247,4,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Microwave', 'Refrigerator in room']"
3704,Motel des Cedres,185,4.5,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']"
3705,Motel Le Sabre,277,4,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Family Rooms']"
3706,Motel Le Refuge,390,3.5,"['Free High Speed Internet (WiFi)', 'Free parking', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room']"
3707,Hotellerie Jardins de ville,184,3.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Restaurant', 'Banquet Room', 'Business Centre with Internet Access', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']"
3708,Gite Le Cameleon,159,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3709,Universite de Sherbrooke Hotellerie,181,3.5,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Indoor pool', 'Laundry Service', 'Non-smoking hotel', 'Self-Serve Laundry', 'Refrigerator in room', 'Non-smoking rooms']"
3710,Ile de Garde,193,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Airport transportation', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']"
3711,Hotel & Motel La Marquise,182,3.5,"['Pool', 'Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Business Centre with Internet Access', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']"
3712,Gite L'Antre D'Eux,189,5,"['Pool', 'Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']"
3713,Motel Econo-Nuit,199,3.5,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms']"
3714,Charmes de Provence,180,5,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']"
3715,Les Matins d'Antoine,170,4.5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Kitchenette']"
3716,Bishop's University,186,4.5,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Golf Course', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Tennis Court', 'Family Rooms']"
3717,Villa Marco Polo,210,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3719,Quality Hotel & Suites,193,3,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Pool', 'Restaurant', 'Babysitting', 'Business Centre with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms']"
3720,Au gite des 4 Lacs,196,5,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Conference Facilities', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Non-smoking rooms']"
3721,Au Coeur de l'Emeraude,226,5,"['Restaurant', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']"
3722,Camping Lac Magog,597,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3723,Camping Ile-Marie,153,4,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3724,A Aurore Boreale,270,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
3725,La Maison Orientale,186,5,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']"
